Index,Review,Prof Rating,Course Rating,Overall Rating,Course Name
301,"Robere was very good for 362 and I’ll bet he will be good for 360. Based off of last year, the assignments of 362 required more thought and time. When the assignment questions of the two classss overlapped, it seemed like the easier questions of 362 were considered the harder of the ones assigned in 360. But of course this is based off the opinion of my friends and I. I think 362 covers a bit more than 360, namely a section or two on probabilistic analysis of algorithms (stuff seen in comp 690) and semi definite programming.",4,3,3,Comp 362
302,"His teaching style was very clear, by far the best algorithms prof I’ve had. The midterm was online and we had 72 hours so it was very easy (avg was 80s). It seemed like he wrote all the assignment questions and for the most part, they were straightforward and proof-heavy. I’ve taken many proof based courses before 362 so the workload wasn’t too bad for me, but I could see it being difficult for someone with less experience in proofs. Final was very difficult though. All in all, it felt like a very puzzle-esque class, where you just tried a bunch of examples until you figured out the patterns and then formulate your algorithm (and prove it’s correctness/run time).",5,4,4,Comp 362
303,"Yang is fantastic. Explains difficult concepts in a simple way and the assignments really help with understanding the material. The assignments can be tough, but fair. Exams are definitely fair as well.",5,4,4,Comp 362
304,"The review below is nonsense. I got part marks on assgns and the final, so both the TA and Hatami gave marks for partially correct work. He said he won't give part marks when you write a *wrong* answer (e.g. prove or disprove, but the statement is false and you tried to prove it). Also did curve the final grade (review below was made before this).",2,-1,3,Comp 362
305,"Hamed is a good lecturer, he explains things quite clearly. However, he is a very strict grader. Says himself that there is no difference between partially incorrect assignments and non submitted assignments. In a proof based class. Does not curve, assignments are VERY rough and final was quite hard as well.",3,1,2,Comp 362
306,"Very nice teacher, explain everything very clearly. And easy exams also.",4,4,4,Comp 202
307,"Really interesting class and a perfect introduction to programming, she takes her time and allows for a lot of question with no judgment. Tutorials and assignments are also interesting. Easiest class I've taken so far!",4,5,4,Comp 202
308,Prof. M'hiri is a great prof and she turned COMP 202 into a bird course for first years. Everything on assignments and midterms is on her slides and she is also very accessible during office hours. You will learn a lot from her lectures and I am seriously considering switching to CS after her course. 10000% recommended.,4,5,4,Comp 202
309,Excellent course with a fantastic professor!,5,5,5,random
310,"Good course, but the professor could have been more engaging.",3,4,3,random
311,The content was very dry and hard to follow.,-1,1,1,random
312,"Loved the lectures, but the exams were too tough.",4,3,3,random
313,"Great material, but the professor was difficult to understand.",2,3,2,random
314,Informative and well-structured course.,5,4,4,random
315,The professor didn't cover all the topics in the syllabus.,1,3,2,random
316,The course was too theoretical and lacked practical examples.,1,2,1,random
317,"Challenging course, but learned a lot.",-1,5,4,random
318,Would not recommend this course to others.,-1,1,1,random
319,"This course was a breeze, easy A.",-1,5,5,random
320,"Terrible professor, unorganized lectures.",0,1,0,random
321,"Average course, nothing special.",3,3,3,random
